Borough Name,Approved On Street,Approved From Street,Approved To Street,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,Shape_STLe,the Geom,StartDate,EndDate,ApprovedDays
Brooklyn,RANDOLPH STREET,SCOTT AVENUE,GARDNER AVENUE,,,,,,,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,469.689712745,"MULTILINESTRING ((-73.92453948526875 40.70994502214774, -73.92293538854076 40.71035978864249))",2021-04-15,2021-12-01,"['Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,HARMAN STREET,MYRTLE AVENUE,WILSON AVENUE,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,,,,,320.534834751,"MULTILINESTRING ((-73.92082681579437 40.697934169979455, -73.92013403495068 40.698638459704824))",2021-09-27,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,WEIRFIELD STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,11:00,13:45,11:00,13:45,11:00,13:45,11:00,13:45,09:15,13:45,,,,,720.542455491,"MULTILINESTRING ((-73.90885566642005 40.69342094543197, -73.90729800611842 40.69500390254717))",2021-09-20,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,LIVONIA AVENUE,POWELL STREET,JUNIUS STREET,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,8:00,20:00,261.579511528,"MULTILINESTRING ((-73.90237834661883 40.663533399647356, -73.90145397028229 40.66367486524407))",2021-05-15,2021-11-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,VAN SICLEN AVENUE,PITKIN AVENUE,GLENMORE AVENUE,,,,,,,12:00,15:00,12:00,15:00,12:00,15:00,,,470.043032985,"MULTILINESTRING ((-73.89064239296772 40.673999856104416, -73.89031859060708 40.67273346748138))",2021-05-27,2021-10-30,"['Thursday', 'Friday', 'Saturday']"
Queens,78th Street,77th AVENUE,78th AVENUE,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,721.546526843,"MULTILINESTRING ((-73.87321732981313 40.70653585197646, -73.8724459597379 40.70464437277196))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,83rd DRIVE,KEW GARDENS ROAD,TALBOT STREET,09:00,14:00,09:00,14:00,09:00,14:00,09:00,12:00,09:00,12:00,,,,,414.677772498,"MULTILINESTRING ((-73.82836378478603 40.70928067738696, -73.8272173929463 40.71001175387397))",2021-10-04,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,253.754869528,"MULTILINESTRING ((-73.73857822371649 40.59969923297433, -73.73915397786536 40.60024009254182))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,233.007549585,"MULTILINESTRING ((-73.7397253424326 40.600770726364466, -73.74030149184098 40.60123568372275))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,250.096973218,"MULTILINESTRING ((-73.73915397786536 40.60024009254182, -73.7397253424326 40.600770726364466))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,136th AVENUE,DENIS STREET,BELKNAP STREET,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,347.296848993,"MULTILINESTRING ((-73.75944456628224 40.676352620554894, -73.75834095374995 40.676802854363466))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,41.2090194182,"MULTILINESTRING ((-73.74222396947995 40.602849135040834, -73.7423098878697 40.60294136058157))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,238.379928947,"MULTILINESTRING ((-73.7417319648817 40.60231295584772, -73.74222396947995 40.602849135040834))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,352.914014558,"MULTILINESTRING ((-73.74089259450858 40.60160151492216, -73.74106518281361 40.60169313621205, -73.74122742290713 40.60179727827145, -73.74137701156826 40.601912863433995, -73.74151198238826 40.60203847620141, -73.74163069950953 40.60217245417816, -73.7417319648817 40.60231295584772))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,211.440721802,"MULTILINESTRING ((-73.74030149184098 40.60123568372275, -73.74089259450858 40.60160151492216))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,265.285981753,"MULTILINESTRING ((-73.94032542931929 40.72347037648728, -73.94127534906892 40.72338148929175))",2021-09-14,2021-12-31,['Monday']
Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.297991716,"MULTILINESTRING ((-73.92451318980056 40.74733708631669, -73.92358427625564 40.74723053907451))",2021-04-28,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.129983481,"MULTILINESTRING ((-73.92358427625564 40.74723053907451, -73.92265601475358 40.747123803773086))",2021-04-28,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,31 AVENUE,33rd STREET,35th STREET,,,,,,,,,09:00,23:00,08:00,23:00,08:00,23:00,260.226449407,"MULTILINESTRING ((-73.92188301082778 40.76359092450118, -73.921083487793 40.7632159506517))",2021-05-28,2023-11-01,"['Friday', 'Saturday', 'Sunday']"
Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,261.020124213,"MULTILINESTRING ((-73.91560238099179 40.74915936466746, -73.91467120782453 40.7490508069332))",2021-04-27,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,258.968356987,"MULTILINESTRING ((-73.91467120782453 40.7490508069332, -73.91374723624037 40.74894369687579))",2021-04-27,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,258.09876032,"MULTILINESTRING ((-73.91281257779114 40.74883470636447, -73.91189110605616 40.74873102323775))",2021-04-27,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,69.0921223951,"MULTILINESTRING ((-73.91189110605616 40.74873102323775, -73.91164486827692 40.74870110889156))",2021-04-27,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,DITMARS BOULEVARD,33rd STREET,36th STREET,,,,,,,,,17:00,21:00,12:00,21:00,12:00,21:00,270.050565457,"MULTILINESTRING ((-73.90961960246707 40.77538276802529, -73.9089056010885 40.77487800499622))",2021-03-27,2022-03-26,"['Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 142nd STREET,CHISUM PLACE,5th AVENUE,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,471.518331094,"MULTILINESTRING ((-73.93445686578869 40.81720508648569, -73.93596313977193 40.817809569334464))",2021-08-30,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
Bronx,EAST 146th STREET,CANAL PLACE,PARK AVENUE,07:00,16:00,07:00,16:00,07:00,16:00,,,,,,,,,292.401093553,"MULTILINESTRING ((-73.92622257813522 40.81677521408417, -73.92522223118094 40.81651730661805))",2021-08-30,2021-09-01,"['Monday', 'Tuesday', 'Wednesday']"
Brooklyn,MONITOR STREET,NASSAU AVENUE,DRIGGS AVENUE,08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,,,,,925.029766432,"MULTILINESTRING ((-73.94222468975394 40.72328998159021, -73.94263894641743 40.72580932811736))",2021-09-20,2022-06-20,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,265.245338937,"MULTILINESTRING ((-73.94127534906892 40.72338148929175, -73.94222468975394 40.72328998159021))",2021-09-14,2021-12-31,['Monday']
Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,258.800145219,"MULTILINESTRING ((-73.93939929343536 40.72356049305918, -73.94032542931929 40.72347037648728))",2021-09-14,2021-12-31,['Monday']
Brooklyn,DRIGGS AVENUE,MEEKER AVENUE,MONITOR STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,134.921420756,"MULTILINESTRING ((-73.93891469408972 40.72359534606288, -73.93939929343536 40.72356049305918))",2021-09-14,2021-12-31,['Monday']
Queens,37th STREET,BRADLEY AVENUE,STARR AVENUE,,,,,,,,,,,10:00,20:00,10:00,20:00,446.887195835,"MULTILINESTRING ((-73.93442019320182 40.73490094659467, -73.93586839007745 40.734361495887754))",2021-05-08,2021-12-31,"['Saturday', 'Sunday']"
Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.349823222,"MULTILINESTRING ((-73.92265601475358 40.747123803773086, -73.92172733456682 40.74701516153336))",2021-04-28,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,SKILLMAN AVENUE,43rd STREET,39th PLACE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.752657034,"MULTILINESTRING ((-73.92172733456682 40.74701516153336, -73.92080069431493 40.74690722280417))",2021-04-28,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,30 DRIVE,31 STREET,30 STREET,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,,,,,260.197865663,"MULTILINESTRING ((-73.9235415034575 40.765620036398275, -73.92274397472504 40.76524273421906))",2021-09-27,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,31 AVENUE,33rd STREET,35th STREET,,,,,,,,,09:00,23:00,08:00,23:00,08:00,23:00,260.013665885,"MULTILINESTRING ((-73.921083487793 40.7632159506517, -73.92028628528122 40.76283924206201))",2021-05-28,2023-11-01,"['Friday', 'Saturday', 'Sunday']"
Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,416.374130133,"MULTILINESTRING ((-73.91164486827692 40.74870110889156, -73.91016144597332 40.74851850122943))",2021-04-27,2022-04-25,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 111th STREET,2nd AVENUE,LEXINGTON AVENUE,,,,,,,,,,,10:00,21:00,,,709.037124405,"MULTILINESTRING ((-73.94235274790883 40.79477187343725, -73.94010932182525 40.79383355189069))",2021-07-03,2021-08-28,['Saturday']
Manhattan,EAST 119 STREET,PLEASANT AVENUE,DEAD END,08:00,15:00,08:00,15:00,20:00,15:00,08:00,15:00,08:00,15:00,,,,,622.783234151,"MULTILINESTRING ((-73.93174600709328 40.79700397780026, -73.92978028219324 40.79617313032014))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,325.942070815,"MULTILINESTRING ((-73.92727201605841 40.86555113703676, -73.92806056975488 40.866215941463274))",2021-03-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,ACADEMY STREET,BROADWAY,VERMILYEA AVENUE,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,393.17947635,"MULTILINESTRING ((-73.92438697355553 40.86538205355075, -73.92500707050804 40.86635312304697))",2021-07-01,2021-08-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,WOODSIDE AVENUE,76 STREET,78th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,250.630506556,"MULTILINESTRING ((-73.88887237698704 40.74341585289816, -73.88798933381881 40.743564725824086))",2021-05-08,2021-11-28,"['Friday', 'Saturday', 'Sunday']"
Queens,DITMARS BOULEVARD,33rd STREET,36th STREET,,,,,,,,,17:00,21:00,12:00,21:00,12:00,21:00,269.710701674,"MULTILINESTRING ((-73.9089056010885 40.77487800499622, -73.90819225020206 40.774374084487306))",2021-03-27,2022-03-26,"['Friday', 'Saturday', 'Sunday']"
Bronx,ALEXANDER AVENUE,BRUCKNER BOULEVARD,EAST 134th STREET,,,,,,,14:00,20:00,14:00,20:00,11:00,20:00,,,278.435890879,"MULTILINESTRING ((-73.92749431195229 40.80685593464225, -73.927007087083 40.807524508562636))",2021-04-16,2021-11-28,"['Thursday', 'Friday', 'Saturday']"
Bronx,BROWN PLACE,EAST 136th STREET,EAST 135th STREET,09:30,13:15,09:30,13:15,09:30,13:15,09:30,13:15,09:30,13:15,,,,,259.179598244,"MULTILINESTRING ((-73.92145149048257 40.80600525488974, -73.92099761645544 40.80662744336773))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,WALES AVENUE,EAST 143rd STREET,EAST 144th STREET,09:00,13:30,09:00,13:30,09:00,13:30,09:00,13:30,09:00,13:30,,,,,323.538827074,"MULTILINESTRING ((-73.90884000505241 40.8084255469735, -73.90853331959195 40.809282452625254))",2021-08-30,2022-06-23,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,241.267039507,"MULTILINESTRING ((-73.9403629769831 40.83380323709783, -73.94112106640634 40.834130326009706))",2021-07-01,2021-08-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,381.551427574,"MULTILINESTRING ((-73.93915774705376 40.83329455755547, -73.9403629769831 40.83380323709783))",2021-07-01,2021-08-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,JENNINGS STREET,PROSPECT AVENUE,CHISHOLM STREET,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,,,,,228.944853704,"MULTILINESTRING ((-73.89669500231511 40.831982711455886, -73.8958746642622 40.8320641610405))",2021-07-06,2021-08-20,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,248.747167274,"MULTILINESTRING ((-73.8913157457593 40.851530354879905, -73.89050202431577 40.851239915033744))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Bronx,BRYANT AVENUE,EAST 173rd STREET,EAST 172nd STREET,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,,,,,661.125374476,"MULTILINESTRING ((-73.88709765408069 40.83316846564073, -73.88611338255687 40.83482191449837))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,WEST 231 STREET,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,225.883344509,"MULTILINESTRING ((-73.90068360996105 40.87569317629611, -73.90133213283087 40.87607008354666))",2021-09-20,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,WOODSIDE AVENUE,76 STREET,78th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,250.444528374,"MULTILINESTRING ((-73.88798933381881 40.743564725824086, -73.88710126450573 40.743692450336866))",2021-05-08,2021-11-28,"['Friday', 'Saturday', 'Sunday']"
Queens,GLEANE STREET,BRITTON AVENUE,ELMHURST AVENUE,07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,,,,,614.506485324,"MULTILINESTRING ((-73.8798204648278 40.746458440636346, -73.87790664833076 40.745606231686175))",2021-09-20,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,130.738499872,"MULTILINESTRING ((-73.89174389792785 40.85168224726191, -73.8913157457593 40.851530354879905))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,353.054327313,"MULTILINESTRING ((-73.89050202431577 40.851239915033744, -73.88933447247418 40.85084871663746))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,94th STREET,55th AVENUE,56th AVENUE,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,340.364892906,"MULTILINESTRING ((-73.86857485526663 40.73776197957578, -73.86823124123039 40.736865068308944))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,FIELD PLACE,MORRIS AVENUE,CRESTON AVENUE,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,294.248463601,"MULTILINESTRING ((-73.90116437177178 40.859365719102726, -73.90019524698772 40.85903275677215))",2021-07-06,2023-06-26,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,WEST 231 STREET,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,128.145916513,"MULTILINESTRING ((-73.90133213283087 40.87607008354666, -73.90170123630367 40.876282723739095))",2021-09-20,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,343.512711846,"MULTILINESTRING ((-73.88823971104036 40.85477810327038, -73.88757010956115 40.85557211866751))",2021-04-30,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,381.43915039,"MULTILINESTRING ((-73.88757010956115 40.85557211866751, -73.88681964139589 40.856450408834704))",2021-04-30,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Queens,50th AVENUE,99th STREET,98th STREET,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,531.342069073,"MULTILINESTRING ((-73.86424336514649 40.742472784764786, -73.86241260421698 40.74290643121951))",2021-09-13,2022-06-28,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,44th AVENUE,97th PLACE,JUNCTION BOULEVARD,14:45,13:45,14:45,13:45,14:45,13:45,14:45,13:45,14:45,13:45,,,,,541.649838125,"MULTILINESTRING ((-73.86791245105577 40.74495025125403, -73.86609131722531 40.74549048818952))",2021-09-20,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Bronx,STICKBALL BOULEVARD,SEWARD AVENUE,RANDALL AVENUE,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,779.171394642,"MULTILINESTRING ((-73.85621967796465 40.81793063248107, -73.85671370272806 40.82003604935917))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
Queens,160th STREET,76th ROAD,77th AVENUE,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,259.975193068,"MULTILINESTRING ((-73.80830876479511 40.72469268308273, -73.80817955505019 40.72398591754703))",2021-08-30,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,BARTON AVENUE,150th STREET,149th PLACE,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,23:00,09:00,23:00,09:00,21:00,254.189350545,"MULTILINESTRING ((-73.81501944773409 40.76286701845478, -73.81415439861543 40.763099712926774))",2021-05-31,2022-05-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,147th STREET,25th DRIVE,26th AVENUE,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,269.911466705,"MULTILINESTRING ((-73.81965557534087 40.77527825916438, -73.81965554540146 40.7745374228647))",2021-09-20,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,41st AVENUE,214th PLACE,BELL BOULEVARD,,,,,,,,,17:30,23:00,,,,,430.638188793,"MULTILINESTRING ((-73.77097177814005 40.76361664006105, -73.7694510734202 40.763861984936156))",2021-07-02,2021-10-29,['Friday']
Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,,,,,,,,,,,17:30,23:00,12:00,21:00,484.508408473,"MULTILINESTRING ((-73.77254734547705 40.76657143579888, -73.77189922876016 40.765336251738624))",2021-05-29,2021-09-26,"['Saturday', 'Sunday']"
Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,,,,,,,,,,,17:30,23:00,12:00,21:00,262.581895672,"MULTILINESTRING ((-73.77133211415224 40.76428325401605, -73.77097177814005 40.76361664006105))",2021-05-29,2021-09-26,"['Saturday', 'Sunday']"
Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,,,,,,,,,,,17:30,23:00,12:00,21:00,414.560598473,"MULTILINESTRING ((-73.77189922876016 40.765336251738624, -73.77133211415224 40.76428325401605))",2021-05-29,2021-09-26,"['Saturday', 'Sunday']"
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,153.670682088,"MULTILINESTRING ((-73.83723300354902 40.73459246217419, -73.83711887287004 40.73417970527672))",2021-09-14,2021-09-15,['Monday']
Manhattan,MORTON STREET,7th AVENUE SOUTH,BLEECKER STREET,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,12:00,00:00,12:00,00:00,324.51348328,"MULTILINESTRING ((-74.0031427193787 40.731481387798794, -74.00422639875683 40.73114406763615))",2021-04-30,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
StatenIsland,9th STREET,NEW DORP LANE,ROSE AVENUE,,,,,,,,,19:00,23:00,18:00,23:00,18:00,23:00,448.103939295,"MULTILINESTRING ((-74.1148104622201 40.57317552441479, -74.11576360400203 40.57218327833735))",2021-05-01,2021-10-01,"['Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.039763381,"MULTILINESTRING ((-73.87573279570752 40.75467704736881, -73.87480482938018 40.75478413937673))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.13967224,"MULTILINESTRING ((-73.87480482938018 40.75478413937673, -73.87387297835744 40.75487179663397))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.45611829,"MULTILINESTRING ((-73.88039727280837 40.75427400132812, -73.87946579802129 40.75437055528789))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.207124659,"MULTILINESTRING ((-73.88317080842373 40.75389462856585, -73.88224058309822 40.753993043259406))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
