Borough Name,Approved On Street,Approved From Street,Approved To Street,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,Shape_STLe,the Geom,StartDate,EndDate,ApprovedDays
Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,,,,,,,,,,,10:00,20:00,10:00,19:00,237.862324908,"MULTILINESTRING ((-74.00361485707052 40.73234031490321, -74.0039789200553 40.732931540651954))",2021-06-05,2021-06-27,"['Saturday', 'Sunday']"
Manhattan,JONES STREET,BLEECKER STREET,WEST 4 STREET,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,11:00,23:00,11:00,23:00,499.568445894,"MULTILINESTRING ((-74.00166561319472 40.73233540684313, -74.00330151305201 40.731759595444984))",2021-04-05,2021-12-04,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,240.557868458,"MULTILINESTRING ((-74.00139168183807 40.73449934081503, -74.00157736897275 40.73514432822596))",2021-04-08,2023-11-29,"['Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,238.587641309,"MULTILINESTRING ((-74.00120765573908 40.73385961289789, -74.00139168183807 40.73449934081503))",2021-04-08,2023-11-29,"['Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,PRINCE STREET,BROADWAY,MERCER STREET,,,,,,,,,,,08:00,08:00,,,264.893464528,"MULTILINESTRING ((-73.99778798133174 40.72425141150799, -73.99858822641804 40.72464886478818))",2021-10-09,2021-10-30,['Saturday']
Manhattan,MAC DOUGAL STREET,WEST 3rd STREET,WEST 8th STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,10:00,23:00,265.326556862,"MULTILINESTRING ((-74.0001256629437 40.73044790891074, -73.99960649875429 40.73105977688409))",2021-04-02,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,THOMPSON STREET,WASHINGTON SQUARE SOUTH,WEST 3rd STREET,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,264.665258106,"MULTILINESTRING ((-73.99860793426143 40.729701828269604, -73.99807486492554 40.73030454816848))",2021-03-27,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,,,,,,,,,,,,,08:30,13:30,254.764041519,"MULTILINESTRING ((-73.99861515115396 40.73223195122159, -73.99911140348016 40.73164333877122))",2021-04-19,2021-12-19,['Sunday']
Manhattan,WEST 18th STREET,9th AVENUE,8th AVENUE,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,899.13851797,"MULTILINESTRING ((-74.00070565347265 40.74227013535963, -74.00354491784663 40.74346480362859))",2021-09-01,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,SPRING STREET,MOTT STREET,ELIZABETH STREET,12:00,00:00,12:00,00:00,12:00,00:00,12:00,00:00,12:00,00:00,10:00,00:00,10:00,00:00,239.146619755,"MULTILINESTRING ((-73.9947080299265 40.721325050463086, -73.99546767714445 40.721636218869634))",2021-04-01,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,ELIZABETH STREET,SPRING STREET,PRINCE STREET,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,11:00,23:00,11:00,23:00,537.414107277,"MULTILINESTRING ((-73.9947080299265 40.721325050463086, -73.99415604387558 40.72273907698026))",2021-04-01,2022-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,168.055121653,"MULTILINESTRING ((-73.99512151791703 40.731225430022405, -73.99479142852321 40.7316123640747))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,245.576075259,"MULTILINESTRING ((-73.99430018279712 40.73218238157162, -73.99381669486324 40.73274724463638))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,249.365243597,"MULTILINESTRING ((-73.99381669486324 40.73274724463638, -73.99332467449068 40.73332029345506))",2021-04-19,2021-12-19,['Sunday']
Manhattan,WEST 16th STREET,7th AVENUE,AVENUE OF THE AMERICAS,08:45,15:00,08:45,15:00,08:30,12:30,08:30,15:00,08:30,15:00,,,,,899.063746029,"MULTILINESTRING ((-73.99587698955399 40.73870246978197, -73.99871560212011 40.73989740176678))",2021-09-15,2022-06-17,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,HESTER STREET,ORCHARD STREET,LUDLOW STREET,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,,,,,224.359486276,"MULTILINESTRING ((-73.99056091164107 40.71581075494048, -73.99131230819387 40.716039561728486))",2021-09-13,2022-06-28,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,ORCHARD STREET,GRAND STREET,DELANCEY STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,360.746758793,"MULTILINESTRING ((-73.99070578873568 40.71721712071134, -73.99023629206305 40.71814060008098))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROOME STREET,ALLEN STREET,LUDLOW STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,143.869813535,"MULTILINESTRING ((-73.99023629206305 40.71814060008098, -73.99071896643797 40.71828573918779))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROOME STREET,FORSYTH STREET,ELDRIDGE STREET,,,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,12:30,00:00,12:30,00:00,261.053684941,"MULTILINESTRING ((-73.99174972132998 40.718599942578415, -73.9926235887377 40.718867039115715))",2021-04-02,2021-10-01,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BLEECKER STREET,MOTT STREET,BOWERY,,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,23:00,210.520477784,"MULTILINESTRING ((-73.99304487192434 40.725468135057525, -73.99376000297222 40.725662785966634))",2021-04-16,2021-10-31,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 4th STREET,BOWERY,2nd AVENUE,,,,,,,16:00,21:00,,,,,,,674.830860057,"MULTILINESTRING ((-73.99155496639605 40.72711085588215, -73.98943202991391 40.72620398236543))",2021-05-06,2021-10-14,['Thursday']
Manhattan,EAST 10th STREET,4th AVENUE,BROADWAY,07:45,16:00,07:45,16:00,07:45,04:00,07:45,16:00,07:45,16:00,,,,,338.694751561,"MULTILINESTRING ((-73.99146260188016 40.731754679935804, -73.99039298925592 40.731305043842994))",2021-09-13,2022-06-15,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,268.595593084,"MULTILINESTRING ((-73.99332467449068 40.73332029345506, -73.99279568200122 40.73393801833522))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,266.243415049,"MULTILINESTRING ((-73.99279568200122 40.73393801833522, -73.99226888239615 40.7345491230461))",2021-04-19,2021-12-19,['Sunday']
Manhattan,BROOME STREET,ALLEN STREET,LUDLOW STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,226.855262872,"MULTILINESTRING ((-73.98947630587888 40.71790964233714, -73.99023629206305 40.71814060008098))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,RIVINGTON STREET,ALLEN STREET,LUDLOW STREET,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,139.06484662,"MULTILINESTRING ((-73.98958835745883 40.720453333033895, -73.98911637865359 40.7203239392589))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,RIVINGTON STREET,NORFOLK STREET,ESSEX STREET,,,,,,,,,17:00,23:00,11:00,23:00,11:00,23:00,235.884858953,"MULTILINESTRING ((-73.98754484053431 40.71984887900585, -73.98675425191497 40.719609362298485))",2021-04-09,2022-04-08,"['Friday', 'Saturday', 'Sunday']"
Manhattan,ST MARKS PLACE,2nd AVENUE,3rd AVENUE,,,,,,,,,16:30,00:00,11:30,00:00,11:30,00:00,709.31770564,"MULTILINESTRING ((-73.98990272038992 40.72956928954123, -73.98767450303957 40.728611624675864))",2021-04-10,2022-04-10,"['Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,281.787537473,"MULTILINESTRING ((-73.98915758788978 40.74304648678365, -73.98901399862052 40.74381217427753))",2021-04-09,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,ST MARKS PLACE,1st AVENUE,AVENUE A,,,,,,,,,16:30,23:00,11:30,23:00,11:30,22:00,697.830910481,"MULTILINESTRING ((-73.98529671400706 40.72760935748631, -73.98309352543302 40.72668233316517))",2021-04-03,2022-01-03,"['Friday', 'Saturday', 'Sunday']"
Manhattan,RUTHERFORD PLACE,EAST 15th STREET,EAST 17th STREET,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,267.029198352,"MULTILINESTRING ((-73.98477519887066 40.73402884613626, -73.98524489025066 40.733388898959504))",2021-09-10,2022-08-05,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,241.713303818,"MULTILINESTRING ((-73.98163423612432 40.72450791478126, -73.98121417874607 40.72508931940708))",2021-09-14,2021-12-31,['Monday']
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,253.688841,"MULTILINESTRING ((-73.98121417874607 40.72508931940708, -73.98076062946329 40.725694128303914))",2021-09-14,2021-12-31,['Monday']
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,250.569248544,"MULTILINESTRING ((-73.97990938424101 40.726882292119626, -73.97947201317763 40.72748419807873))",2021-09-14,2021-12-31,['Monday']
Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,277.223703116,"MULTILINESTRING ((-73.98887178424381 40.74454945965645, -73.9887319462386 40.74530290010667))",2021-04-09,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 42 STREET,WEST 41 STREET,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,289.221841582,"MULTILINESTRING ((-73.98664201492824 40.75505105272218, -73.98640725626633 40.75582456034643))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,262.819567055,"MULTILINESTRING ((-73.98483907060616 40.760132120005075, -73.9845142886251 40.76080990387803))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,262.658838604,"MULTILINESTRING ((-73.9845142886251 40.76080990387803, -73.9840526290713 40.761439601668485))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,260.62899967,"MULTILINESTRING ((-73.98363155631218 40.76208132325978, -73.98321755757456 40.76272370165151))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,263.344037077,"MULTILINESTRING ((-73.98021196883212 40.77549692384125, -73.9797485470209 40.77612806964526))",2021-08-29,2021-11-14,['Sunday']
Manhattan,WEST 70th STREET,WEST END AVENUE,AMSTERDAM AVENUE,08:15,15:15,08:15,15:15,08:15,15:15,08:15,15:15,08:15,15:15,,,,,901.279752026,"MULTILINESTRING ((-73.98258575030093 40.77731937774989, -73.98545099701093 40.77849220133579))",2021-09-13,2022-06-22,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,257.049185853,"MULTILINESTRING ((-73.9797485470209 40.77612806964526, -73.97928959260464 40.77674129883015))",2021-08-29,2021-11-14,['Sunday']
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,284.788746056,"MULTILINESTRING ((-73.97928959260464 40.77674129883015, -73.97880193639479 40.7774294732833))",2021-08-29,2021-11-14,['Sunday']
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,214.028052064,"MULTILINESTRING ((-73.9614258569904 40.71640043085871, -73.96191478733712 40.71594578182586))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,259.50330909,"MULTILINESTRING ((-73.95960887727585 40.7180973066475, -73.96019941423533 40.7175446341242))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,261.615632857,"MULTILINESTRING ((-73.95901107235736 40.71865295330522, -73.95960887727585 40.7180973066475))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,260.518460416,"MULTILINESTRING ((-73.95663295138122 40.720862483073624, -73.95722824859014 40.72030915418884))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,259.552228658,"MULTILINESTRING ((-73.95604066466464 40.721414262015905, -73.95663295138122 40.720862483073624))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,ECKFORD STREET,NORMAN AVENUE,MESEROLE AVENUE,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,661.198708443,"MULTILINESTRING ((-73.950032361403 40.72601574860033, -73.95098098112844 40.727680919597546))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,RUSSELL STREET,NASSAU AVENUE,DRIGGS AVENUE,08:00,20:00,,,,,,,,,,,,,924.836780301,"MULTILINESTRING ((-73.94408565910526 40.72311368992723, -73.9445008141064 40.72563241697117))",2021-09-14,2021-12-31,['Monday']
Manhattan,EAST 36 STREET,1st AVENUE,2nd AVENUE,,,,,,,,,,,09:30,16:30,09:30,16:30,555.199142611,"MULTILINESTRING ((-73.97433300871694 40.74582083605008, -73.97257886222253 40.74508438190092))",2021-04-19,2021-12-06,"['Saturday', 'Sunday']"
Manhattan,EAST 36 STREET,1st AVENUE,2nd AVENUE,,,,,,,,,,,09:30,16:30,09:30,16:30,195.302620242,"MULTILINESTRING ((-73.97493921253727 40.74609432464514, -73.97433300871694 40.74582083605008))",2021-04-19,2021-12-06,"['Saturday', 'Sunday']"
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,285.540563925,"MULTILINESTRING ((-73.97880193639479 40.7774294732833, -73.97829533008877 40.778112063422824))",2021-08-29,2021-11-14,['Sunday']
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,264.097119099,"MULTILINESTRING ((-73.97829533008877 40.778112063422824, -73.97783590417781 40.77874726240862))",2021-08-29,2021-11-14,['Sunday']
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,264.253424328,"MULTILINESTRING ((-73.97783590417781 40.77874726240862, -73.9773713453687 40.779380793466636))",2021-08-29,2021-11-14,['Sunday']
Manhattan,WEST 78th STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,10:00,14:45,10:00,14:45,10:00,14:45,10:00,14:45,10:00,13:45,,,,,895.805425255,"MULTILINESTRING ((-73.97599655568146 40.78128957445087, -73.97882573374002 40.78248148037717))",2021-09-20,2022-06-17,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,284.536962707,"MULTILINESTRING ((-73.97037074533897 40.79406828466379, -73.9698735173279 40.79475175249369))",2021-04-04,2021-10-31,['Sunday']
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,260.445952236,"MULTILINESTRING ((-73.9698735173279 40.79475175249369, -73.96941832272535 40.795377327113634))",2021-04-04,2021-10-31,['Sunday']
Manhattan,EAST 82nd STREET,5th AVENUE,MADISON AVENUE,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,,,,,507.441241721,"MULTILINESTRING ((-73.96230649298067 40.77896358238795, -73.96070412283929 40.778288166505))",2021-07-05,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 91st STREET,MADISON AVENUE,5th AVENUE,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,509.622403479,"MULTILINESTRING ((-73.9581064098777 40.784729549293495, -73.95648988477025 40.78406109511042))",2021-08-30,2022-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST 92nd STREET,MADISON AVENUE,5th AVENUE,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,,,,,507.822270123,"MULTILINESTRING ((-73.95763886901267 40.78536000233623, -73.95603340550416 40.78468646525419))",2021-09-13,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,262.876018047,"MULTILINESTRING ((-73.94573116358424 40.773637613129274, -73.945269655312 40.77426809375179))",2021-06-01,2025-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,261.48002102,"MULTILINESTRING ((-73.96712307616556 40.79852133983715, -73.966664698259 40.79914882938617))",2021-04-04,2021-10-31,['Sunday']
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,261.510735267,"MULTILINESTRING ((-73.966664698259 40.79914882938617, -73.96620861360728 40.799777381214575))",2021-04-04,2021-10-31,['Sunday']
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,281.94840432,"MULTILINESTRING ((-73.96620861360728 40.799777381214575, -73.96571346893109 40.80045361991891))",2021-04-04,2021-10-31,['Sunday']
Manhattan,AMSTERDAM AVENUE,WEST 106th STREET,WEST 110th STREET,,,,,,,,,,,11:00,20:30,11:00,20:30,262.082479374,"MULTILINESTRING ((-73.96521799536706 40.80112770053231, -73.96476218466267 40.80175816369379))",2021-04-03,2021-10-31,"['Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,262.247216465,"MULTILINESTRING ((-73.95724037000117 40.801874512963295, -73.95678098811459 40.80250399676933))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,261.742772937,"MULTILINESTRING ((-73.95487738541227 40.805113436448764, -73.95441891956 40.80574173213904))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,261.788118276,"MULTILINESTRING ((-73.95441891956 40.80574173213904, -73.953959745944 40.806369873479255))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,261.464738599,"MULTILINESTRING ((-73.953959745944 40.806369873479255, -73.9535025666325 40.80699784173979))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Brooklyn,HAVEMEYER STREET,NORTH 6th STREET,NORTH 7th STREET,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,260.242857349,"MULTILINESTRING ((-73.95386810934703 40.71544914292715, -73.95446309657775 40.71489662837917))",2021-09-13,2022-06-16,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,CONSELYEA STREET,GRAHAM AVENUE,MANHATTAN AVENUE,09:45,14:00,09:45,14:00,09:45,14:00,09:45,14:00,09:45,14:00,,,,,470.894545131,"MULTILINESTRING ((-73.94618808660707 40.715083840181165, -73.94450256390681 40.71524418730403))",2021-09-13,2022-08-26,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,GRAHAM AVENUE,SKILLMAN AVENUE,CONSELYEA STREET,,,,,,,,,16:00,00:00,11:00,00:00,11:00,00:00,261.034159589,"MULTILINESTRING ((-73.94450256390681 40.71524418730403, -73.94461771818848 40.71595528593174))",2021-04-02,2021-11-07,"['Friday', 'Saturday', 'Sunday']"
Manhattan,DUANE STREET,HUDSON STREET,WEST BROADWAY,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,12:00,23:00,12:00,23:00,237.649002645,"MULTILINESTRING ((-74.00838121216748 40.71660400503776, -74.00911827788954 40.71693712070158))",2021-04-01,2022-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,KING STREET,GREENWICH STREET,HUDSON STREET,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,425.08540377,"MULTILINESTRING ((-74.00720549550913 40.728066808433624, -74.00872732383245 40.72821168504568))",2021-03-31,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,GROVE STREET,HUDSON STREET,BEDFORD STREET,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,196.947449526,"MULTILINESTRING ((-74.00650425297468 40.73244239558669, -74.0057971201593 40.73238885312413))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,GROVE STREET,HUDSON STREET,BEDFORD STREET,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,95.8965135359,"MULTILINESTRING ((-74.0057971201593 40.73238885312413, -74.0054657367834 40.73246458408156))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,GANSEVOORT STREET,9th AVENUE,WASHINGTON STREET,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,443.655006481,"MULTILINESTRING ((-74.00645301850903 40.73942055334363, -74.00805354308346 40.73939192352666))",2021-04-02,2022-01-03,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,LITTLE WEST 12th STREET,9th AVENUE,WASHINGTON STREET,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,507.138201705,"MULTILINESTRING ((-74.00633597557369 40.739647622807176, -74.0079429911299 40.74031360147787))",2021-04-02,2022-01-03,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
