,Latitude,Longitude,Restaurant Name,Legal Business Name,Postcode,Food Service Establishment Permit #,Business Address,Landmark District or Building
9526,40.731517,-74.001862,Le Gigot,L'Esplanade Inc,10014,40544528,"18  Cornelia Street, Manhattan, NY",yes
9527,,,The Mean Fiddler,Castleknock Inc,10036,50096084,"266 W 47th, Manhattan, NY",no
9528,40.758953999999996,-73.974325,Fresco by Scotto,Starjem Restaurant Corp,10022,40398989,"34 East 52nd Street, Manhattan, NY",no
9529,,,El viejo jhons Restaurant Corp,El viejo Jhons Restaurant Corp.,11220,50061530,"5603  56 street, Brooklyn, NY",no
9530,40.665304,-73.982896,Cafe Grumpy,Espresso Grumpy LLC,11215,41412502,"383 7th Ave, Brooklyn, NY",no
9531,40.726615,-74.005617,Ten westside corp.,Ten westside corp.,10013,62709622,"160 Varick street, Manhattan, NY",no
9532,40.680682,-73.975015,BKLYN Larder,The Larder LLC,11217,727206,"228 Flatbush Ave, Brooklyn, NY",no
9533,40.848113,-73.937809,TERRAVITA CORP,TERRAVITA CORP,10033,50078022,"4193 Broadway, Manhattan, NY",no
9534,40.876395,-73.879648,Mar Y Tiera Restaurant & Lounge,3236 Bainbridge Avevnue Food Corp,10467,41702558,"3236 Bainbridge Avenue , Bronx, NY",no
9535,40.720714,-73.995812,Thai Diner,Sanuk LLC,10012,50095951,"186  Mott St, Manhattan, NY",no
9536,40.735963,-73.987316,"CASA MONO, BAR JAMON (NEXT DOOR)",EL MONO LLC,10003,40998983,"52 IRVING PLACE, Manhattan, NY",yes
9537,40.809819,-73.942462,Lenox Coffee,Lenox Coffee LLC,10029,41626743,"60  West 129th street, Manhattan, NY",no
9538,,,Ghandi Cafe,Ghandi Cafe Inc.,10014,40703670,"283  Bleecker , Manhattan, NY",yes
9539,40.726603999999995,-73.991731,Sage Kitchen,Sage Bowery Realty LLC,10014,50089295,"352 Bowery , Manhattan, NY",no
9540,40.670544,-73.98186,Park Slope Ale House,PSAL LLC,11215,50070624,"356 6th Avenue, Brooklyn, NY",no
9541,40.612120000000004,-73.997281,Il Colosseo,Il Colosseo LLC,11214,40999287,"7704  18th Avenue , Brooklyn, NY",no
9542,40.769839000000005,-73.96262,Oren's Daily Roast aka Oren's Coffee,Icon Coffee Co.,10021,50089600,"985 Lexington Ave, Manhattan, NY",no
9543,40.743466,-73.921274,BLVD DINER,K&amp;T DINER CORP.,11104,50074000,"4311 QUEENS BLVD, Queens, NY",no
9544,40.724361,-73.987658,Tropic Berry Cafe,Tropic Berry First Avenue LLC,10003,50095492,"45 First Avenue, Manhattan, NY",no
9545,40.730503000000006,-73.863404,Black Sea Fish & Grill,Istanbul Rego Park Inc,11374,50000872,"95-36 Queens Blvd, Queens, NY",no
9546,40.760289,-73.907328,The Brewery Bar and Kitchen,Sheridan Taverns Inc,11377,50015397,"49-18  30th ave , Queens, NY",no
9547,40.733414,-74.00242800000001,"Manhattan Monster, Inc","Manhattan Monster, Inc",10014,40376496,"80 Grove Street, Manhattan, NY",yes
9548,40.610909,-73.962561,The Circus,"Laguna Azul 1910, Inc.",11230,50073322,"1910 Coney Island Avenue, Brooklyn, NY",no
9549,40.75586,-73.984418,BXL CAFE,"MIMOUNE, INC",10036,41066841,"125 WEST   43 STREET, Manhattan, NY",no
9550,40.735766999999996,-73.979883,DBA Grill21,Joshmart Inc,10010,50041720,"346  East 21st Street, Manhattan, NY",no
9551,40.716913,-73.95872800000001,WILLIAMSBURG THAI CUISINE,WILLIAMSBURG THAI CUISINE NY INC,11249,50084746,"212 BEDFORD AVENUE, Brooklyn, NY",no
9552,40.868959000000004,-73.915832,CAFE TABACO & RON,ESKINA 214 CORP,10034,50091026,"501 WEST 214 STREET, Manhattan, NY",no
9553,40.76512,-73.771777,HOUSE OF HOOKAH,KAMA-HOOKAH LLC,11361,50068389,"3907 BELL BLVD, Queens, NY",no
9554,40.716913,-73.95872800000001,Williamsburg Thai cuisine ny inc,Williamsburg Thai cuisine ny inc,11249,50084746,"212 Bedford ave, Queens, NY",no
9555,40.635321999999995,-74.020238,haveli restaurant and lounge,Friandises inc,11220,821725827,"6709 5th Avenue, Brooklyn, NY",no
9556,40.75765,-73.920059,Thonglor,Thonglor,11103,50068498,"3247 steinway st, Queens, NY",no
9557,40.741906,-74.000945,Thai Sliders,Silom Thai Inc,10011,50045642,"150   8th Ave , Manhattan, NY",no
9558,40.685775,-73.988361,THE BROOKLYN INN,148 HOYT STREET LLC,11217,41257427,"148 HOYT STREET, Brooklyn, NY",yes
9559,40.853778999999996,-73.888072,TACO REY RESTAURANT #2,TACO REY CORP,10458,50038278,"2319 HUGHES AVENUE, Bronx, NY",no
9560,40.704054,-73.909775,Seneca Fiesta,Seneca Fiesta Corp,11385,41088825,"603 Seneca Ave, Queens, NY",no
9561,40.726983000000004,-74.001959,13 Sullivan Gents LLC,No. 142,10012,50038108,"142 Sullivan Street, Manhattan, NY",yes
9562,40.7306,-73.863671,Tandoor & Co.,New Wave Food LLC,11374,41565544,"95-24  Queens Blvd, Queens, NY",no
9563,,,Ponche Taqueria,Ponche Taqueria Corp.,11373,41722813,"420 w49st, Manhattan, NY",no
9564,40.821304999999995,-73.954201,MI GRAN SUENO GRILL & LOUNGE RESTAURANT CORP,MI GRAN SUENO GRILL & LOUNGE RESTAURANT CORP,10031,50062955,"3379  BROADWAY, Manhattan, NY",no
9565,40.681453000000005,-73.955743,Golda,franklin hospitality group llc,11238,50068243,"504 Franklin ave, Brooklyn, NY",no
9566,40.712362,-73.785066,Adana Turkish Grill,Adana NYC LLC,11432,50092573,"178-25 Hillside Ave, Queens, NY",no
9567,40.705346,-74.00869200000001,Killarney Rose,80 Beaver Enterprises,10005,40366222,"80 Beaver Street, Manhattan, NY",no
9568,40.761819,-73.993889,At Thai Restaurant,Atthai 641 Corp,10036,50072115,"641 10th Ave, Manhattan, NY",no
9569,40.704479,-73.92933000000001,Taqueria El Fogon,Taqueria El Fogon Corp,11237,41436019,"1050 Flushing Ave, Brooklyn, NY",yes
9570,40.726184,-73.986326,Royal Bangladesh Indian Restaurant,Royal Bangladesh Indian Restaurant,10003,41252384,"93 first ave, Manhattan, NY",no
9571,40.741584,-73.98113000000001,Flame Hibachi,Flame Amber Inc,10016,50072909,"381 3rd Ave, Manhattan, NY",no
9572,40.613827,-73.963089,KIng Solomon Restaurant,Baku palace kosher midwood inc,11230,50000252,"1787  Coney Island ave , Brooklyn, NY",no
9573,40.76512,-73.771777,House of Hookah,Kama-Hookah LLC.,11361,50068389,"3907 Bell Blvd, Queens, NY",no
9574,40.734743,-73.999646,The Happiest Hour,RUBYS UNITED LLC,10011,FA0223111,"121 West 10th Street, Manhattan, NY",yes
9575,40.765055,-73.98781600000001,O!NIGIRI,HONG HANG CANDY AU YEUNG,10019,50106450,"789 9 AVENUE, Manhattan, NY",no
9576,40.764925,-73.77166899999999,Ben & Teena's Ice Cream,Ben & Teena's Ice Cream,11361,41473017,"39-33 Bell Blvd, Queens, NY",no
9577,40.633367,-74.02702099999999,Cream Coffee Shop,BELLA KUMA INC,11220,50075108,"7210 3rd Ave, Brooklyn, NY",no
9578,,,Persepolis Restaurant,Persepolis Restaurant,10021,41217335,"1407 1407 2nd ave, Manhattan, NY",no
9579,40.783664,-73.947496,Merrion Square,East Side Rest group llc,10128,40970904,"1840 second ave , Manhattan, NY",no
9580,40.7516,-73.870673,Los Chiles Bar and Restaurant,"Tradiciones Mexicanas, corp.",11368,50036649,"9607 37th Ave, Queens, NY",no
9581,40.738580999999996,-73.983343,ampersand,tamir veiss inc,10010,40783967,"294 3rd ave, Manhattan, NY",no
9582,40.727351,-74.00074000000001,Blue Haven,Gamma Thompson Corp.,10012,41501822,"108 West Houston Street, Manhattan, NY",yes
9583,40.745339,-73.984734,Yakitori nonono,YAKITORI AS IT IS INC,10016,50071529,"118  Madison ave, Manhattan, NY",no
9584,40.836621,-73.840463,Floyd's Coffee House,Aspetta E Spera Inc.,10461,50100984,"1332 Commerce Avenue, Bronx, NY",no
9585,40.763071000000004,-73.913269,CULINARY NOODLE KITCHEN,CULINARY NOODLE KITCHEN INC.,11103,50088753,"4202 30TH AVE, Queens, NY",no
9586,40.737553000000005,-74.004009,The Beatrice Inn,Butcher's Block Hospitality,10014,50048588,"283 West 12th Street, Manhattan, NY",no
9587,40.819559000000005,-73.81755,Tosca Marquee,Tosca Marquis Corp,10465,41350332,"4034 East Tremont Ave, Bronx, NY",no
9588,,,The Dugout Bar,The Dugout Bar,11377,B0910060,"3976 61st Woodside, Queens, NY",no
9589,40.69104,-73.9053,TIKAL CAFE,TIKAL CAFE CORP,11207,50106251,"1312 DECATUR STREET, Brooklyn, NY",no
9590,40.804934,-73.913038,CARIDAD EXPRESS,DIOSA'S RESTAURANT CORP,10454,50042574,"710 EAST  138TH STREET, Bronx, NY",no
9591,40.774205,-73.90799100000001,Albas pizza & restaurant,Totore pizza & restaurnt inc.,11105,40544948,"36-20  ditmars blvd, Queens, NY",no
9592,40.681472,-74.004402,Jalopy Tavern,317 Columbia Cafe Corp,11231,41641302,"317 Columbia Street, Brooklyn, NY",no
9593,40.71837,-73.990098,Top Hops Beer Shop,Cask and Cave INC,10002,41638393,"94 Orchard St, Manhattan, NY",yes
9594,40.745296,-74.002187,QANOON,QANOON CORP,10011,50098078,"180 9TH AVE, Manhattan, NY",yes
9595,40.74991,-73.975061,DOCKS RESTAURANT,"NEW DOCKS, LLC",10017,41311297,"633 3 AVENUE, Manhattan, NY",no
9596,40.764939,-73.77168,Brian Dempsey's,BJR Restaurant Inc.,11361,41216872,"39-31  Bell Blvd , Queens, NY",no
9597,40.739778,-73.982448,MUGHLAI INDIAN CUISINE,EDA FOOD INC,10010,50046405,"329  3RD AVENUE, Manhattan, NY",no
9598,,,bagelexpress 2,e&a bagel corp,10065,50097999,"1228   2 ave between 64st-65st, Manhattan, NY",no
9599,40.754345,-73.973106,Blackwell's pub and restaurant,M T Muggs LLC,10017,50006298,"150 East 47th, Manhattan, NY",no
9600,40.750454,-73.877667,Ay que Rico,Almada Bakery Corp,11372,50071771,"8901 37th Ave, Queens, NY",no
9601,40.575922,-74.169793,Miller's Ale House,Miller's Ale House,10314,50003701,"2883 Richmond ave , Staten Island, NY",no
9602,40.689787,-73.97766899999999,LUV-N-OVEN,LAD ST FELIX CORP,11201,50085607,"120 DEKALB AVENUE, Brooklyn, NY",no
9603,40.661171,-73.960695,KULUSHKAT,KULUSKAT 1137 LLC,11225,50042352,"1137 WASHINGTON AVENUE, Brooklyn, NY",no
9604,40.694447,-73.801986,G &amp; L BAR &amp; RESTAURANT,G&amp;L BAR &amp; RESTAURANT INC.,11435,50072194,"10636 SUTPHIN BLVD, Queens, NY",no
9605,40.748208,-73.99266300000001,MUSTANG HARRY'S,352 RESTAURANT CORP,10001,40539007,"352 SEVENTH AVENUE, Manhattan, NY",no
9606,40.799352,-73.952439,1927 Cafe Bar  Popularr,PETE JACOV,10026,50102717,"19 SAINT NICHOLAS AVENUE, Manhattan, NY",no
9607,40.855203,-73.937163,Vicky's Diner,805  V&S FOODS CORP.,10033,41303464,"805 W. 187th Street , Manhattan, NY",no
9608,40.752745000000004,-73.864189,Beky bakery & coffee shop Corp,Beky bakery & Coffee Shop Corp,11368,41408361,"37-78 103st, Queens, NY",no
9609,40.785608,-73.97280500000001,Osteria Cotta,513 Columbus llc,10024,50007103,"513 Columbus Ave, Manhattan, NY",yes
9610,40.783458,-73.95270699999999,Sfoglia Restaurant,Silverware LLC,10128,50088554,"1402  Lexington Avenue, Manhattan, NY",yes
9611,40.735363,-74.008371,Upholstery Store,KG715 INC,10014,50033458,"715 Washington Street, Manhattan, NY",yes
9612,40.721095,-73.98728299999999,Souvlaki GR LES,UBER CAFFE LLC,10002,41567796,"116 Stanton Street, Manhattan, NY",no
9613,40.761523,-73.81341,El Ranchito de Daisy,El Ranchito de Daisy,11355,40786301,"4149  150th Street, Queens, NY",no
9614,40.728842,-73.863155,TASTY & CO,REGO168 NY INC,11374,50033770,"94-19 63RD DR, Queens, NY",no
9615,40.752182,-73.969902,Kaoru restaurant,KAORU MC CORPORATION,10017,50092596,"306  East 46th street, Manhattan, NY",no
9616,40.730863,-73.986011,Strings Ramen (East Village),Strings Ramen New York Corporation,10003,50101206,"188 2nd Ave, Manhattan, NY",no
9617,40.720352,-73.996429,Wild Ginger Vegetarian Kitchen NY INC,Wild Ginger Vegetarian Kitchen NY,10013,41433964,"380 broome Street, Manhattan, NY",no
9618,40.855194,-73.93719200000001,Fresco's Pizzera,Fresco's Pizzeria Corp,10033,50033478,"804 W 187th Street, Manhattan, NY",no
9619,40.765831,-73.81085300000001,JAGALCHI CORP,JAGALCHI CORP,11354,50104312,"35-02 154 STREET, Queens, NY",no
9620,,,KUM SUNG BBQ,NEW KUM SUNG INC,11354,50071063,"4114042 4007 149TH PLACE, Queens, NY",no
9621,40.677135,-73.963649,Konditori,PIRK Washington LLC,11238,50003699,"696 Washington Ave, Brooklyn, NY",no
9622,40.732757,-73.866351,BLVD 93 NYC,BLVD 93 NYC INC,11374,50105866,"6118 93RD ST, Queens, NY",no
9623,40.614921,-73.980323,BAY BAGELS,6302 BAY PARKWAY INC,11204,50000141,"6302 BAY PARKWAY, Brooklyn, NY",no
9624,40.855212,-73.929434,NO.1 CALLE 191 PESCADERIA,NO. 1 CALLE 191 PESCADERIA INC.,10040,50075450,"1609 SAINT NICHOLAS AVENUE, Manhattan, NY",no
9625,40.748725,-73.95062,GO NONNA,ARELO LLC,11101,50093346,"1050 44TH DR, Queens, NY",no
9626,40.783373,-73.94771,Madame Bonte Cafe,Kahvehane LLC,10128,50103982,"1834 2ND AVE, Manhattan, NY",no
9627,40.704972,-74.012187,Pizza Etalia,Beaver Street Pizza LLC,10004,50085453,"20 Beaver Street, Manhattan, NY",yes
9628,40.76014,-73.87749000000001,La Nueva Colombia,91-07 Bakery Corp,11369,50087693,"9107  31st Ave, Queens, NY",no
9629,40.729265999999996,-73.989216,Boka,Hourglass Holdings Inc,10003,41390159,"9  Saint Marks Place, Manhattan, NY",no
9630,40.717424,-73.958151,Vera Cruz Mexican Restaurant,Vera Cruz on Bedford Ave Corp,11211,45-2884426,"195  Bedford Avenue, Brooklyn, NY",no
9631,40.703987,-74.01025,Route 66 Smokehouse,RET VENTURE LTD,10004,50003242,"79 Pearl Street, Manhattan, NY",yes
9632,40.604759,-73.98008100000001,CHEBI COFFEE SHOP,CHEBI COFFEE SHOP INC,11223,50093018,"1739 WEST    7 STREET, Brooklyn, NY",no
9633,40.727612,-73.999354,Bosie,Bosie LLC,10012,50092846,"506 Laguardia Place, Manhattan, NY",yes
9634,40.715175,-73.99874799999999,cha chan tang,teabistro inc,10013,50083194,"42c mott st, Manhattan, NY",no
9635,40.752171000000004,-73.991377,Jack Doyle's Irish Pub and Restaurant,240 bbjpub inc,10001,416873445,"240 west 35th street, Manhattan, NY",no
9636,40.682762,-73.993139,Brooklyn pizza market,Satya grace group,11231,50068816,"267  Smith st, Brooklyn, NY",no
9637,40.763469,-73.973615,BG RESTAURANT,BERGDORF GOODMAN INC.,10019,41151507,"754 5 AVENUE, Manhattan, NY",yes
9638,40.702607,-73.925044,Hills kitchen llc,Hills kitchen llc,11237,50086813,"252 Knickerbocker avenue , Brooklyn, NY",no
9639,40.670893,-73.98485600000001,sushi yashin,YASHIN INC,11215,50045594,"381  5th ave , Brooklyn, NY",no
9640,40.728029,-74.001068,Senza Gluten,"Jemiko's GFF, Inc.",10012,50074185,"171 Sullivan , Manhattan, NY",yes
9641,40.719753000000004,-73.994996,Garret Nolita,"Cherry Lane, Inc.",10013,41022886,"349 Broome Street, Manhattan, NY",no
9642,40.855813,-73.888068,Gino's Pastry Shop,Gino's Pastry Corp,10458,50080343,"580 East 187 street, Bronx, NY",yes
9643,40.728227000000004,-73.999257,THE BITTER END,C.A.L. RESTAURANT INC,10012,40380432,"147 BLEECKER STREET, Manhattan, NY",no
9644,40.737615999999996,-73.997424,Good Stuff Diner,109 W 14th St Rest Inc.,10011,1260975,"109 West 14th Street, Manhattan, NY",no
9645,40.708159,-73.919775,BKLYN PIZZA COMPANY,BKLYN PIZZA COMPANY OF BUSHWISH LLC,11385,50114564,"207 CYPRESS AVENUE, Queens, NY",no
9646,40.706965000000004,-74.008072,Scoops on Cedar,26 Cedar St LLC,10005,41166903,"26 Cedar, Manhattan, NY",no
9647,40.641214,-74.00718499999999,FU ZHI ZHOU INC,FU ZHI ZHOU INC,11220,50100664,"5207  7TH AVENUE, Brooklyn, NY",no
9648,40.723321,-73.988401,Boilermaker,Golden C Hospitality LLC,10009,50003174,"13 1st Ave, Manhattan, NY",no
9649,40.725932,-74.00859799999999,Lazypoint NYC,"sprbar,inc",10013,41252214,"310 Spring Street, Manhattan, NY",yes
9650,,,Williamsburg Pizza,"Williamsburg Pizza  II, LLC",11211,50003214,"277  Broome Street, Manhattan, NY",no
9651,40.689544,-73.99242,Pronto Pizza,Pizza Court Inc,11201,41514631,"139 Court St, Brooklyn, NY",no
9652,40.734726,-73.99212299999999,little italy pizza,MK Food Service Corp,10003,41523630,"122  University Place, Manhattan, NY",no
9653,40.587462,-73.954509,La casa Mia Pizzeria,1424 Sheepshead Bay inc.,11235,50102189,"1424  sheepshead bay road, Brooklyn, NY",no
9654,40.705870000000004,-74.00761700000001,OLD XI'AN DELICACIES,OLD XI'AN DELICACIES INC,10005,50084766,"164 PEARL STREET, Manhattan, NY",no
9655,40.749177,-73.86918399999999,El Tenampa Restaurant,9614 New York Corp,11368,41473978,"96-14 Roosevelt Avenue, Queens, NY",no
9656,40.826060999999996,-73.918181,Aminas cafe,Aminas cafe inc.,10451,50069931,"890  Morris ave, Bronx, NY",no
9657,40.693552000000004,-73.964765,Wrays Caribbean and Seafood Cuisine,Alvin K Wray LLC,11205,41577304,"503 Myrtle Ave, Brooklyn, NY",no
9658,40.692685,-73.856107,88 18 TROPICAL RESTAURANTE CORP,88 18 TROPICAL RESTAURANTE CORP,11421,PENDING,"8818 JAMAICA AVENUE, Queens, NY",no
9659,40.656690000000005,-74.001964,Big John's Coffee Shop &Grill,GLYKOGIANNI Inc.,11232,50102296,"876   4th Avenue, Brooklyn, NY",no
9660,40.696939,-73.906442,TRANS-PECOS,WYCKOFF WEIRFIELD CORP,11385,50072307,"915 WYCKOFF AVENUE, Queens, NY",no
9661,40.719167999999996,-73.84219,718 bat&grill,718 hookah lounge inc,11375,41670841,"72-13 Austin street, Queens, NY",no
9662,40.726434000000005,-73.98925600000001,ROMI RIPA LLC,Nostro,10003,50099661,"75  2nd Avenue, Manhattan, NY",yes
9663,40.718104,-73.95004399999999,Pete's Candy Store,The 709 Lorimer St Restaurant Corp,11211,40736005,"709 Lorimer St, Brooklyn, NY",no
9664,40.755491,-73.886082,Gianni pizza,Gianni Pizza,11372,50082929,"81-13 Northern Boulevard, Queens, NY",no
9665,40.721517999999996,-73.94220200000001,Meeker Restaurant Corp,Meeker Restaurant Corp,11222,50076652,"593 Meeker Avenue, Brooklyn, NY",no
9666,40.726944,-73.98743,TABLESIDE ITALIAN COOK SHOPPE,TABLESIDE LLC,10003,50044438,"345  E 6th street, Manhattan, NY",no
9667,40.708841,-73.935335,AURA COCINA & BAR INC,AURA COCINA & BAR INC,11206,50101161,"315 MESEROLE STREET, Brooklyn, NY",no
9668,,,bergen bagel,t and i food corp,11581,40756606,"473   bergen street, Brooklyn, NY",no
9669,40.703610999999995,-74.010932,Porterhouse Brew Co Bar & The Lovelace,Lovelace Tavern LLC,10004,50074304,"66  Pearl Street, Manhattan, NY",yes
9670,40.864540000000005,-73.92336800000001,Sabor Tropical Restaurant Corp.,Sabor Tropical Restaurant Corp.,10034,50037651,"143  Sherman avenue, Manhattan, NY",no
9671,40.728965,-74.001375,Fukurou,SOH PEACE INK,10012,41704282,"87 Macdougal Street , Manhattan, NY",no
9672,40.755062,-73.998787,THE HUDSON BAR ROOM,444 TENTH F&amp;B LLC,10001,50060083,"444 10 AVENUE, Manhattan, NY",no
9673,40.722722,-73.95396600000001,THE LOT RADIO KIOSK,SOMEWHERE IN NEW YORK LLC,11222,50045770,"17 NASSAU AVENUE, Brooklyn, NY",no
9674,40.620422,-73.92704599999999,Bellyful Restaurant & Bar,Bellyful LLC,11234,50046318,"2102 Utica Avenue, Brooklyn, NY",no
9675,40.681401,-73.955732,HART'S,SIMIA DEI LLC,11238,50054848,"506 FRANKLIN AVENUE, Brooklyn, NY",no
9676,40.766434000000004,-73.789837,57s all american grill,33-45 restaurant corp,11358,41419342,"3345 francis lewis blvd., Queens, NY",no
9677,40.760773,-73.922813,Bartolino's Fine Italian Pizza,34-11 Broadway Pizza Corp.,11106,50008350,"34-11  Broadway, Queens, NY",no
9678,40.751658,-73.973815,Wok 43rd Street LLC,Wok 43rd Street LLC,10017,50009544,"684 3rd Avenue, Manhattan, NY",no
9679,40.775285,-73.90951700000001,Acento Latin Kitchen & Bar,Rigal Corp,11372,50084090,"33-06   Ditmars Blvd, Queens, NY",no
9680,40.680133000000005,-73.977928,Homemade by Mirian,HBM PARK SLOPE LLC,11217,50110842,"81 5 AVENUE, Brooklyn, NY",no
9681,40.730208000000005,-74.002811,COCU ROTISSERIE,CHICK&amp;CO LLC,10014,50070536,"26 CARMINE STREET, Manhattan, NY",yes
9682,40.751669,-73.85549300000001,LOS TRES HERMANOS POTRILLOS INC,LOS TRES HERMANOS POTRILLOS INC,11368,41282127,"111 16  ROOSEVELT AVENUE, Queens, NY",no
9683,40.706375,-74.003289,MCNALLY JACKSON SEAPORT,MCNALLY JACKSON SEAPORT LLC,10038,50105311,"4 FULTON STREET, Manhattan, NY",no
9684,40.735401,-73.955123,Lobster Joint,1073 Manhattan ave llc,11222,41587378,"1073 Manhattan Avenue, Brooklyn, NY",no
9685,40.624562,-74.003015,FONDA GARIBALDI,FONDA GARIBALDI INC,11219,50106366,"6732 13 AVENUE, Brooklyn, NY",no
9686,40.689823,-73.981404,McDonalds,395 Extension Corp. L.A QSC RESTAURANT CORP,11201,50078728,"395 Flatbush Ave Ext., Brooklyn, NY",yes
9687,40.681179,-73.975378,BKLYN CREPE,BKLYN CREPE CORP.,11217,50105653,"214 FLATBUSH AVENUE, Brooklyn, NY",no
9688,40.840188,-73.92141600000001,1353 RESTAURANT CORP,1353 RESTAURANT CORP,10452,50084808,"1353 EDWARD L GRANT HWY, Bronx, NY",no
9689,40.752972,-73.780322,BKNY THAI RESTAURANT,BKNY THAI CORP,11361,41230254,"47-11 Francis Lewis Blvd, Queens, NY",no
9690,40.774144,-73.95093,Miss Madeleine,La Mulatresse Corporation,10028,50060535,"400 East  82nd street, Manhattan, NY",no
9691,40.763144,-73.986171,Tout va bien,Tout va bien restaurant inc,10019,40364576,"311 West 51st , Manhattan, NY",no
9692,40.707427,-74.002352,Bin no. 220,Starfish cafe inc,10038,41178032,"220 Front Street, Manhattan, NY",yes
9693,40.689415000000004,-73.991566,The Brazen Head,Trolley Dodger LLC,11201,40763786,"228 Atlantic Avenue, Brooklyn, NY",no
9694,40.730436,-74.001378,DA TOSCANO,LFNY LLC,10012,50102811,"24 MINETTA LANE, Manhattan, NY",yes
9695,40.583690999999995,-73.948104,BAKU PALACE,MSR BAKU INTERNATIONAL INC,11235,40928943,"2001 EMMONS AVENUE, Brooklyn, NY",no
9696,40.674168,-73.963073,Lowerline,NOLA Restaurant Group LLC,11238,50071831,"794 Washington Avenue, Brooklyn, NY",no
9697,40.664884,-73.841796,MATTEOS of howardbeach,MATTEOS of howardbeach,11414,41260669,"9210 Shore pkwy, Queens, NY",no
9698,40.748763000000004,-73.95072900000001,John Brown Smokehouse,Harpers Ferry Hospitality LLC,11101,41677912,"10-43 44th Drive, Queens, NY",no
9699,40.728547999999996,-74.00464699999999,HOUSTON HALL,WEST HOUSTON HALL INC,10014,41687206,"222 WEST HOUSTON STREET, Manhattan, NY",no
9700,40.681496,-73.953526,TILLYS,LAM TILLY LLC,11216,50059493,"1223 BEDFORD AVE, Brooklyn, NY",no
9701,40.846302,-73.938429,Malecon Restaurant,Malecon Restaurant Corp.,10033,50006114,"4141 Broadway, Manhattan, NY",no
9702,40.730252,-73.8236,Carlos and Gabby's/Graze,Jewelberg inc,11367,50085670,"6944 Main st, Queens, NY",no
9703,40.857176,-73.9324,BODEGA PIZZA,BODEGA RESTAURANT GROUP CORP,10040,50077924,"4455 BROADWAY, Manhattan, NY",no
9704,40.714028000000006,-74.009321,WOODROWS,WOODROWS MANAGEMENT LLC,10007,41640927,"43 MURRAY STREET, Manhattan, NY",yes
9705,,,BACCHUS,"SUD-OUEST 33, INC.",11217,41569764,"409411 ATLANTIC AVENUE, Brooklyn, NY",no
9706,40.704023,-74.0102,BECKETTS BAR,81 PEARL STREET V ENTURE LTD,10004,50004654,"81 PEARL STREET, Manhattan, NY",yes
9707,40.693308,-73.967091,OSTERIA BROOKLYN,PR HOSPITALITY GROUP LLC,11205,50105485,"460 MYRTLE AVENUE, Brooklyn, NY",no
9708,40.714094,-73.996624,EM STAR CAFE,EM STAR CAFE INC,10002,50075946,"19 DIVISION STREET, Manhattan, NY",no
9709,40.660821999999996,-73.980129,Connecticut Muffin,Park west cafe corp,11215,40589507,"206  Prospect park west , Brooklyn, NY",no
9710,40.708215,-73.939942,Bread Brothers Bagel Cafe,SJD 220 Corp,11206,50004883,"220 Bushwick Avenue, Brooklyn, NY",no
9711,40.612808,-74.126497,Rumi Cafe,Rumi Cafe Inc,10314,50059483,"1881 Victory Blvd, Staten Island, NY",no
9712,40.755339,-73.99858499999999,Friedmans,Phillips 35 LLC,10019,50018800,"450  10th Avenue , Manhattan, NY",no
9713,40.744619,-73.95241700000001,Noodle Craft,NOODLE CRAFT INC,11101,50107756,"1039 47TH RD, Queens, NY",no
9714,40.729028,-73.999152,Okinii sushi,998LQ sushi inc,10012,50038886,"216 Thompson street , Manhattan, NY",no
9715,40.703514,-73.917967,TRIANGLE GRILL,2 GUYS FROM TRIBECA INC,11237,50107230,"126 WYCKOFF AVENUE, Brooklyn, NY",no
9716,40.827579,-73.945904,Barepas,Chamo's Arepas Bar,10031,50079386,"1792  Amsterdam Ave., Manhattan, NY",no
9717,40.762121,-73.81469,HAN JOO BBQ CYCJ INC,HAN JOO BBQ CYCJ INC,11355,50058219,"4106 149th PL, Queens, NY",no
9718,40.700641999999995,-73.899321,Bamboo Tropical,Bamboo Tropical Inc,11385,50011089,"5913 71st ave, Queens, NY",no
9719,40.642281,-73.92711899999999,J A JAM DOWN CARIBBEAN RESTAURANT,J A JAM DOWN CARIBBEAN RESTAURANT,11203,50088239,"5223  AVE D , Brooklyn, NY",no
9720,40.716704,-74.005425,Atera,"RBC Bar, Inc",10013,41545595,"77  Worth Street, Manhattan, NY",yes
9721,40.768890999999996,-73.77423,Trattoria 35,Gino's of bayside LLC,11361,41209002,"213-15 35 avenue , Queens, NY",no
9722,40.775058,-73.956717,ELI'S TASTE,EBAR TENANT CORP,10028,40680918,"1411  3RD AVE, Manhattan, NY",no
9723,40.753242,-73.92367,CAVALI,CAVALI NY INC,11101,50085588,"36-21 STEINWAY ST., Queens, NY",no
9724,40.727315000000004,-74.003316,MITLA,SOHO MARKET & BEER MERCHANTS INC,10014,50053355,"213  6Th Avenue, Manhattan, NY",yes
9725,40.742783,-73.982342,Curry Mahal,Curry In A Hurry,10016,40398434,"119 Lexington Avenue, Manhattan, NY",no
9726,,,ILGNOCCHI Restaurant,IL Gnocchi Restaurant Corp,10029,41699552,"118th  116th st, Manhattan, NY",no
9727,40.763508,-73.90949599999999,LAYALI LATINA,LAYALI LATINA INC,11103,50102683,"4517 28TH AVE, Queens, NY",no
